group,subject,trial,choice,reward,Q1,Q2,pA
1,2,45,2,0,0.98789545409887,0.363952918203407,0.785736185479202
1,2,46,1,1,0.98789545409887,0.274511218220279,0.815429424031006
1,2,47,1,1,0.990870155245011,0.274511218220279,0.816359986654435
1,2,48,1,1,0.993113821374958,0.274511218220279,0.817059454232299
1,2,49,1,0,0.994806104886934,0.274511218220279,0.817585657958885
1,2,50,1,1,0.750331765695201,0.274511218220279,0.72927285926839
1,2,51,1,0,0.811687919722593,0.274511218220279,0.753750447250534
1,2,52,1,0,0.612215010550361,0.274511218220279,0.668918284373516
1,2,53,2,0,0.461762716970427,0.274511218220279,0.596274772223698
1,2,54,1,0,0.461762716970427,0.207049882442944,0.629590627329578
1,2,55,1,1,0.348284186289762,0.207049882442944,0.573007504034307
1,2,56,1,1,0.508443831586392,0.207049882442944,0.651962853409238
1,2,57,1,0,0.629244125089009,0.207049882442944,0.706667854366507
1,2,58,2,1,0.474606913962425,0.207049882442944,0.635806772629537
1,2,59,1,0,0.474606913962425,0.40191796281505,0.537773113862379
1,2,60,2,1,0.357971912330646,0.40191796281505,0.477135616415138
1,2,61,2,1,0.357971912330646,0.548897067692833,0.401884830299649
1,2,62,1,0,0.357971912330646,0.659755948374694,0.347852832382018
1,2,63,2,1,0.270000048983283,0.659755948374694,0.307528439819891
1,2,64,2,0,0.270000048983283,0.743371176785932,0.271735452801938
1,2,65,1,1,0.270000048983283,0.560687157934261,0.353113693877237
1,2,66,2,1,0.449398079170375,0.560687157934261,0.442315759102714
1,2,67,1,1,0.449398079170375,0.668648615181923,0.387790862945168
1,2,68,2,1,0.584708910186858,0.668648615181923,0.456408071890035
1,2,69,2,1,0.584708910186858,0.750078464120046,0.414742015551878
1,2,70,2,0,0.584708910186858,0.811496867197678,0.384070805908785
1,2,71,1,0,0.584708910186858,0.612070909325352,0.485757934731125
1,2,72,1,1,0.441016261202062,0.612070909325352,0.411871086609605
1,2,73,1,0,0.578386930210051,0.612070909325352,0.482469754966006
1,2,74,2,1,0.436247912500355,0.612070909325352,0.40946771460046
1,2,75,2,0,0.436247912500355,0.707404771502156,0.36245903464901
1,2,76,1,0,0.436247912500355,0.533559523463872,0.449507781967843
1,2,77,2,0,0.329039663969936,0.533559523463872,0.395098653582408
1,2,78,1,0,0.329039663969936,0.402436874258667,0.461860258807375
1,2,79,2,1,0.248177922147329,0.402436874258667,0.420369363786901
1,2,80,1,0,0.248177922147329,0.549288456263748,0.34817108739464
1,2,81,2,0,0.1871880134396,0.549288456263748,0.319927549883637
1,2,82,2,1,0.1871880134396,0.414300410139936,0.383910980927031
1,2,83,2,0,0.1871880134396,0.558236519390273,0.315886715406286
1,2,84,2,1,0.1871880134396,0.421049480106732,0.380591995296836
1,2,85,2,1,0.1871880134396,0.563327000399698,0.313600222122119
1,2,86,1,0,0.1871880134396,0.670639714400673,0.267600874286265
1,2,87,2,1,0.141186420098493,0.670639714400673,0.249247205983646
1,2,88,2,1,0.141186420098493,0.751580249226852,0.219052459884671
1,2,89,2,1,0.141186420098493,0.812629587499,0.198080114859581
1,2,90,2,1,0.141186420098493,0.858676005544927,0.183287272587505
1,2,91,1,0,0.141186420098493,0.893406482154002,0.172707079814528
1,2,92,2,0,0.106489752489735,0.893406482154002,0.16262560875128
1,2,93,2,1,0.106489752489735,0.673851175565855,0.234768566294299
1,2,94,2,0,0.106489752489735,0.754002491425302,0.206115711633539
1,2,95,1,0,0.106489752489735,0.568705819104345,0.276357129621308
1,2,96,2,1,0.0803198167175995,0.568705819104345,0.265591670833905
1,2,97,2,0,0.0803198167175995,0.674696684413409,0.224812178719623
1,2,98,2,1,0.0803198167175995,0.50888947307189,0.290587479227283
1,2,99,2,1,0.0803198167175995,0.629580249848435,0.241608468043399
1,2,100,2,1,0.0803198167175995,0.720611178586215,0.208587472617742
1,3,1,1,1,0,0,0.5
1,3,2,1,0,0.389114464507233,0,0.737426681404257
1,3,3,1,1,0.237704398018482,0,0.652675958353264
1,3,4,1,1,0.534324642979739,0,0.80502417183771
1,3,5,1,1,0.715525660160892,0,0.869763578093825
1,3,6,1,1,0.826218740573435,0,0.899585594705641
1,3,7,1,1,0.893839542276595,0,0.914673443340094
1,3,8,1,1,0.935148111935481,0,0.922849386669714
1,3,9,1,0,0.960382919631989,0,0.927484444760768
1,3,10,1,1,0.586684034137495,0,0.825915067866892
1,3,11,1,1,0.747511254866373,0,0.879080742947903
1,3,12,1,1,0.845758277723148,0,0.904173566804964
1,3,13,1,0,0.905775962891578,0,0.917113449929439
1,3,14,1,1,0.553325434127499,0,0.812817301146096
1,3,15,1,1,0.727132968635978,0,0.87321328811225
1,3,16,1,0,0.833309477426868,0,0.901272667621704
1,3,17,1,0,0.50905670634911,0,0.794283326073094
1,3,18,1,1,0.31097537865426,0,0.695353854891207
1,3,19,1,1,0.579084825221507,0,0.822996404128093
1,3,20,1,1,0.742869008058408,0,0.877765063983974
1,3,21,1,1,0.842922396295974,0,0.903519508902304
1,3,22,1,1,0.904043563947346,0,0.916763296874807
1,3,23,1,1,0.941381601177997,0,0.924018978432315
1,3,24,1,0,0.964190868045892,0,0.928161186722252
1,3,25,1,1,0.589010254743451,0,0.826800883204886
1,3,26,2,1,0.748932309386917,0,0.879481041538957
1,3,27,1,1,0.748932309386917,0.389114464507233,0.722097255374687
1,3,28,1,1,0.846626379374894,0.389114464507233,0.771032461351453
1,3,29,1,1,0.906306273633968,0.389114464507233,0.797788509671983
1,3,30,1,1,0.942763857796574,0.389114464507233,0.81294806933862
1,3,31,2,1,0.96503526862052,0.389114464507233,0.821769907626403
1,3,32,1,0,0.96503526862052,0.626818862525715,0.710448334024523
1,3,33,1,1,0.589526086840653,0.626818862525715,0.475278178934242
1,3,34,1,1,0.74924742375384,0.626818862525715,0.58051850965817
1,3,35,1,1,0.846818878183674,0.626818862525715,0.641950166318925
1,3,36,1,0,0.906423868371851,0.626818862525715,0.677437174163596
1,3,37,2,0,0.553721230213764,0.626818862525715,0.451654683728901
1,3,38,2,1,0.553721230213764,0.382914576490989,0.611420844705253
1,3,39,1,1,0.553721230213764,0.623031440614916,0.4541451564582
1,3,40,1,1,0.727374754740082,0.623031440614916,0.568787882491488
1,3,41,1,0,0.833457181060548,0.623031440614916,0.63608923707469
1,3,42,2,1,0.509146936362465,0.623031440614916,0.42501292779292
1,3,43,1,1,0.509146936362465,0.769715359736106,0.333699608379313
1,3,44,1,0,0.700144963371519,0.769715359736106,0.453973992638308
1,3,45,1,1,0.427708430871774,0.769715359736106,0.287486734584112
1,3,46,2,0,0.650395358335108,0.769715359736106,0.421491713308595
1,3,47,1,0,0.650395358335108,0.470207979709399,0.617318791106828
1,3,48,2,1,0.397317116758553,0.470207979709399,0.451790586518753
1,3,49,2,1,0.397317116758553,0.676357717984981,0.322890211212
1,3,50,2,0,0.397317116758553,0.802291611243154,0.254505399193264
1,3,51,2,1,0.397317116758553,0.490108340555629,0.438746620771488
1,3,52,2,1,0.397317116758553,0.68851456057703,0.315877388260521
1,3,53,2,1,0.397317116758553,0.809718050539899,0.250784207962143
1,3,54,2,1,0.397317116758553,0.883759509409459,0.215696072953635
1,3,55,2,0,0.397317116758553,0.928990365659655,0.196082618356286
1,3,56,1,0,0.397317116758553,0.56750677699362,0.38896824476907
1,3,57,2,1,0.242715279631491,0.56750677699362,0.296935163228251
1,3,58,2,0,0.242715279631491,0.735796145866755,0.212730668739404
1,3,59,2,1,0.242715279631491,0.449487222581327,0.366158251546361
1,3,60,1,1,0.242715279631491,0.663699707170983,0.246528575775087
1,3,61,1,0,0.537385718077193,0.663699707170983,0.416972647372051
1,3,62,2,0,0.328281162153751,0.663699707170983,0.291081456214617
1,3,63,2,1,0.328281162153751,0.405444551021539,0.448983883823819
1,3,64,2,1,0.328281162153751,0.63679467617065,0.306031907736698
1,3,65,1,1,0.328281162153751,0.778123121258684,0.232580779500363
1,3,66,2,1,0.589656678041715,0.778123121258684,0.377504395700178
1,3,67,2,0,0.589656678041715,0.864458624116647,0.325354397671996
1,3,68,2,1,0.589656678041715,0.528085269504839,0.540759077193594
1,3,69,1,0,0.589656678041715,0.711714117154538,0.419721346092168
1,3,70,2,0,0.360212735522399,0.711714117154538,0.282353293229558
1,3,71,1,0,0.360212735522399,0.434775859575712,0.45069167138287
1,3,72,2,1,0.220048749830915,0.434775859575712,0.36127254386815
1,3,73,2,1,0.220048749830915,0.65471274830347,0.239847424808795
1,3,74,1,0,0.220048749830915,0.789069012348539,0.180928073447097
1,3,75,2,1,0.134424598374973,0.789069012348539,0.149655870404214
1,3,76,2,1,0.134424598374973,0.871145310656519,0.123996400511319
1,3,77,2,1,0.134424598374973,0.921284534099653,0.110251208088405
1,3,78,2,1,0.134424598374973,0.951913860461904,0.102526513650842
1,3,79,2,1,0.134424598374973,0.97062487289849,0.0980468071595957
1,3,80,2,1,0.134424598374973,0.982055159750426,0.0953967913015234
1,3,81,2,1,0.134424598374973,0.989037756654807,0.0938096244972401
1,3,82,2,1,0.134424598374973,0.99330332410387,0.0928517321227985
1,3,83,2,0,0.134424598374973,0.995909097559171,0.0922708979146101
1,3,84,1,1,0.134424598374973,0.608386462364553,0.22135193005459
1,3,85,2,1,0.471232507268928,0.608386462364553,0.409996293557666
1,3,86,2,1,0.471232507268928,0.760768954355353,0.316830718122077
1,3,87,1,1,0.471232507268928,0.853857214574875,0.265921713290919
1,3,88,1,0,0.676983587051811,0.853857214574875,0.384760819549835
1,3,89,2,1,0.41355948109596,0.853857214574875,0.237132184374055
1,3,90,2,1,0.41355948109596,0.910723486267168,0.210921564461015
1,3,91,2,0,0.41355948109596,0.945462269101392,0.19598661270229
1,3,92,2,1,0.41355948109596,0.57756922454821,0.392873166877123
1,3,93,2,1,0.41355948109596,0.741943149529509,0.294948881450174
1,3,94,1,1,0.41355948109596,0.842356802712757,0.242697470464818
1,3,95,1,0,0.641751969574649,0.842356802712757,0.369964910926457
1,3,96,2,1,0.392036995587148,0.842356802712757,0.232354513659493
1,3,97,2,0,0.392036995587148,0.903698051008391,0.204589658131662
1,3,98,1,0,0.392036995587148,0.552056067814031,0.395402096237064
1,3,99,1,0,0.23948972998223,0.552056067814031,0.303752485963135
1,3,100,2,0,0.146300811945213,0.552056067814031,0.254112474938133
1,4,1,2,0,0,0,0.5
1,4,2,2,0,0,0,0.5
1,4,3,1,1,0,0,0.5
1,4,4,1,1,0.359598057718747,0,0.721280750516306
1,4,5,1,0,0.589885352322399,0,0.826314984611788
1,4,6,1,0,0.377763725350525,0,0.730833557640151
1,4,7,2,0,0.241920623437878,0,0.654678679077889
1,4,8,2,0,0.241920623437878,0,0.654678679077889
1,4,9,2,1,0.241920623437878,0,0.654678679077889
1,4,10,1,1,0.241920623437878,0.359598057718747,0.422833024420121
1,4,11,1,1,0.514524494846256,0.359598057718747,0.601002848979048
1,4,12,1,0,0.68910054356957,0.359598057718747,0.705005084354731
1,4,13,2,0,0.44130132652902,0.359598057718747,0.553799408893492
1,4,14,1,0,0.44130132652902,0.230287294603652,0.635977661221549
1,4,15,2,0,0.282610226640477,0.230287294603652,0.534532076126718
1,4,16,1,1,0.282610226640477,0.147476430746874,0.58838937480392
1,4,17,1,1,0.540582195767854,0.147476430746874,0.738738490831754
1,4,18,2,0,0.705787945851146,0.147476430746874,0.814005096597988
1,4,19,2,0,0.705787945851146,0.0944441926910045,0.834307918192804
1,4,20,1,1,0.705787945851146,0.0604822444365042,0.846352010417364
1,4,21,1,1,0.811586029080517,0.0604822444365042,0.879320892476646
1,4,22,1,1,0.879339327070239,0.0604822444365042,0.89707725255968
1,4,23,1,1,0.922728670698818,0.0604822444365042,0.907197811412262
1,4,24,1,1,0.950515290632869,0.0604822444365042,0.91320106184406
1,4,25,1,0,0.968309896008066,0.0604822444365042,0.91685878463014
1,4,26,1,0,0.620107538133723,0.0604822444365042,0.814530459005989
1,4,27,1,1,0.397118071844082,0.0604822444365042,0.708912534754992
1,4,28,1,0,0.613913242242684,0.0604822444365042,0.812043390599347
1,4,29,1,1,0.393151232724396,0.0604822444365042,0.706743372716213
1,4,30,1,1,0.611372870765719,0.0604822444365042,0.811016022158824
1,4,31,1,0,0.751122431615179,0.0604822444365042,0.861301411027114
1,4,32,1,1,0.481020264097378,0.0604822444365042,0.752493690535833
1,4,33,2,0,0.667644369123349,0.0604822444365042,0.832773795990966
1,4,34,1,1,0.667644369123349,0.0387329468106667,0.840629934282811
1,4,35,2,0,0.787158808458482,0.0387329468106667,0.878567491240286
1,4,36,1,1,0.787158808458482,0.0248046543678274,0.88244211037105
1,4,37,1,1,0.863696087539356,0.0248046543678274,0.901866410392998
1,4,38,1,1,0.91271070971967,0.0248046543678274,0.912754236031591
1,4,39,1,0,0.944099768964124,0.0248046543678274,0.919141127471873
1,4,40,1,1,0.604603325751907,0.0248046543678274,0.822453902474539
1,4,41,2,0,0.746787201839973,0.0248046543678274,0.870908401265134
1,4,42,2,1,0.746787201839973,0.0158849488347718,0.873536858767367
1,4,43,1,1,0.746787201839973,0.369770809805574,0.730444660913583
1,4,44,1,1,0.837842032247848,0.369770809805574,0.775153030046825
1,4,45,1,1,0.896153722495141,0.369770809805574,0.800883279373678
1,4,46,1,1,0.933496642187211,0.369770809805574,0.816162836558656
1,4,47,1,1,0.957411120488465,0.369770809805574,0.825461382026391
1,4,48,1,1,0.97272599884123,0.369770809805574,0.831218955287109
1,4,49,1,1,0.982533676684143,0.369770809805574,0.834825981586364
1,4,50,1,1,0.988814532624013,0.369770809805574,0.837103285027622
1,4,51,1,1,0.992836804967094,0.369770809805574,0.838548348930048
1,4,52,1,1,0.995412675987988,0.369770809805574,0.839468322451319
1,4,53,2,1,0.997062268792834,0.369770809805574,0.840055245410351
1,4,54,1,1,0.997062268792834,0.596400002517148,0.742576344320346
1,4,55,1,0,0.998118671229031,0.596400002517148,0.743109933547969
1,4,56,1,0,0.639197135682254,0.596400002517148,0.528260128716475
1,4,57,1,1,0.409343087191529,0.596400002517148,0.378809934967595
1,4,58,1,0,0.621742165815607,0.596400002517148,0.516745718361438
1,4,59,2,0,0.398164890586467,0.596400002517148,0.371880213116822
1,4,60,1,0,0.398164890586467,0.381935719988526,0.510726356934324
1,4,61,1,0,0.254985569279776,0.381935719988526,0.416861059111923
1,4,62,2,1,0.163293253820459,0.381935719988526,0.359365581108575
1,4,63,2,0,0.163293253820459,0.604190434625988,0.237617026432172
1,4,64,2,1,0.163293253820459,0.386924727842237,0.356334257905546
1,4,65,1,1,0.163293253820459,0.607385404945561,0.236090037262615
1,4,66,1,0,0.464171374626795,0.607385404945561,0.406446199350102
1,4,67,2,0,0.297256249862359,0.607385404945561,0.305759134541063
1,4,68,2,1,0.297256249862359,0.388970793040422,0.439669117655343
1,4,69,2,1,0.297256249862359,0.608695709072513,0.305024194908222
1,4,70,2,1,0.297256249862359,0.749407972067049,0.232268286938764
1,4,71,2,1,0.297256249862359,0.83952037859154,0.192504802817265
1,4,72,2,1,0.297256249862359,0.897228538753462,0.1698904599882
1,4,73,2,1,0.297256249862359,0.934184956606635,0.156550510810926
1,4,74,2,1,0.297256249862359,0.957851918379564,0.148463934152873
1,4,75,2,1,0.297256249862359,0.973008286666844,0.143468551312289
1,4,76,2,1,0.297256249862359,0.982714454355948,0.140343544601778
1,4,77,2,1,0.297256249862359,0.988930302996158,0.138372343134452
1,4,78,2,1,0.297256249862359,0.992910944538275,0.13712222615264
1,4,79,2,0,0.297256249862359,0.995460155113371,0.136326648110618
1,4,80,2,0,0.297256249862359,0.6374946167982,0.289125728206616
1,4,81,1,0,0.297256249862359,0.40825279079141,0.4271498904376
1,4,82,1,0,0.190363479767096,0.40825279079141,0.359824182370286
1,4,83,2,0,0.121909142182266,0.40825279079141,0.319269832081179
1,4,84,2,1,0.121909142182266,0.261445880164561,0.408794024065533
1,4,85,2,1,0.121909142182266,0.527028507177564,0.25517729461178
1,4,86,2,1,0.121909142182266,0.697108137352848,0.179329024944913
1,4,87,2,0,0.121909142182266,0.806027462859578,0.140771521507713
1,4,88,1,0,0.121909142182266,0.516181552747304,0.26066657683862
1,4,89,2,1,0.0780708514353645,0.516181552747304,0.238954322479167
1,4,90,2,1,0.0780708514353645,0.690161726667874,0.165419174370284
1,4,91,2,1,0.0780708514353645,0.801578967965037,0.128638768937159
1,4,92,2,1,0.0780708514353645,0.872930785695359,0.108930558755045
1,4,93,1,0,0.0780708514353645,0.918624628355155,0.0977452639131512
1,4,94,1,0,0.0499967248947586,0.918624628355155,0.0913913413618263
1,4,95,2,0,0.0320179997303048,0.918624628355155,0.0875197626409703
1,4,96,2,0,0.0320179997303048,0.588288996226035,0.186813154538225
1,4,97,2,1,0.0320179997303048,0.376741415805841,0.286694422900035
1,4,98,2,1,0.0320179997303048,0.600863992138597,0.181814541809261
1,4,99,1,0,0.0320179997303048,0.744392525331172,0.131974801018935
1,4,100,2,1,0.0205043892152478,0.744392525331172,0.128526179778807
1,5,1,1,1,0,0,0.5
1,5,2,2,0,0.463561800111297,0,0.743558292250094
1,5,3,2,1,0.463561800111297,0,0.743558292250094
1,5,4,2,1,0.463561800111297,0.463561800111297,0.5
1,5,5,2,0,0.463561800111297,0.712234057700168,0.360991573452567
1,5,6,2,0,0.463561800111297,0.382069555812105,0.546649615867101
1,5,7,1,1,0.463561800111297,0.204956704752122,0.6442533606556
1,5,8,1,1,0.712234057700168,0.204956704752122,0.762228509092284
1,5,9,1,0,0.845631355923402,0.204956704752122,0.813251303279208
1,5,10,1,1,0.453628962340993,0.204956704752122,0.639008426547433
1,5,11,1,1,0.706905704086879,0.204956704752122,0.760003739501928
1,5,12,1,1,0.842773023502719,0.204956704752122,0.81225235239743
1,5,13,1,0,0.915657443753855,0.204956704752122,0.836455421797432
1,5,14,2,0,0.491193630842009,0.204956704752122,0.658659984470971
1,5,15,2,1,0.491193630842009,0.109946605752348,0.705891780582204
1,5,16,1,1,0.491193630842009,0.52254135938496,0.482010657415336
1,5,17,1,0,0.727056827236981,0.52254135938496,0.615303098314295
1,5,18,2,0,0.390021055619797,0.52254135938496,0.42450028669608
1,5,19,1,1,0.390021055619797,0.280311146195864,0.56265471930535
